action_time,action_type,actor_id,actor_type,address_zipcode,amt,business_desc,call_nbr,card_level,card_type,channel_id,channel_type,currency_code,detail_desc,machine_bank_code,merchant_category_code,object_id,object_type,original_currency_code,partition_time,target_acct_nbr,target_bank_code,theme,trans_type,txn_amt,txn_fee_amt,type_desc,customer_id,birth_time,gender,contact_loc,contact_code,register_loc,register_code,start_time,aum,net_profit,credit_card_flag,loan_flag,deposit_flag,wealth_flag,partition_time
3698239545,withdraw,43,customer_id,62251.0,,,,,,FJMNQYMDLFMBVOYLMCWK,ATM,,,Cathay,,RZILQFBHSMHCQMPAZECB,saving_acct,,3696969600,VOJVWJEMREVPPFCABGBI,Cathay,atm,trans_out,1338.27350758,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698244309,inquire,43,customer_id,141753.0,,,,,,WGGUCQGOKCKTKBOUWOMN,ATM,,,Cathay,,AFVOSCCGZYDWYZZQPIEO,saving_acct,,3696969600,AOHWGEGSUBLZYHZQWKDF,B_bank,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698245841,transfer,43,customer_id,139503.0,,,,,,BMIGGJVOTMXHHEYFYZFW,ATM,,,Cathay,,BNSAAKYVMQSHIOJVDCEQ,saving_acct,,3696969600,NFLXNTHLIYMUVQXOBQRI,Cathay,atm,trans_in,113.433361684,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698257721,transfer,43,customer_id,961381.0,,,,,,PINSIVSYSJYKWKEQEYKO,ATM,,,C_bank,,LNVDTQJLPHZLJMBKZNKJ,saving_acct,,3696969600,KLDDHKBEYPCKFJPJJWRI,Cathay,atm,trans_in,2947.03104281,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698484060,inquire,43,customer_id,250501.0,,,,,,DSTUHQOOLKUWOSAFSHDX,ATM,,,C_bank,,UMWHFQYTUHGWPZTFSWBI,saving_acct,,3696969600,HJCTPEZYFLGGJCYUGAVS,Cathay,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698487761,transfer,43,customer_id,460363.0,,,,,,ESLCKWQAIJAFETDRJVSW,ATM,,,Cathay,,VFIGBZSVBOHEHUPXKDMH,saving_acct,,3696969600,INGTNEBYLDIFGGWXKOYO,C_bank,atm,trans_in,386.85990042,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698903534,withdraw,43,customer_id,66823.0,,,,,,VQZYGBDAOLUISPVEXYDQ,ATM,,,Cathay,,IJOVKYVLZEDJULKHZLXH,saving_acct,,3696969600,LCFVGJPCMPGANQDPMBRT,Cathay,atm,trans_out,2250.32282349,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699333304,withdraw,43,customer_id,206571.0,,,,,,WUDBSNSHDJCTIKGZMZVJ,ATM,,,Cathay,,GJLXPVMGFQUHKEKAVBQT,saving_acct,,3696969600,OIECTVIHSERFUPNEMYQZ,Cathay,atm,trans_out,1751.59068251,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699466343,inquire,43,customer_id,750823.0,,,,,,KMOHXQAJCQRRBOOFPFKH,ATM,,,Cathay,,XPTQNROQEJMUQRQDCRVU,saving_acct,,3696969600,MZUHLDKVSJSTJRVBNKHC,Cathay,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697352564,inbound,43,customer_id,,,2,HSBHRXFLYAUOWWUHMPWI,,,personal_phone_service,customer_service,,155,,,2_9_155,call_purpose,,3696969600,,,cti,,,,9,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697597369,inbound,43,customer_id,,,1,KXMTWVCZZQRJFZYDVUYC,,,personal_phone_service,customer_service,,166,,,1_27_166,call_purpose,,3696969600,,,cti,,,,27,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697655530,inbound,43,customer_id,,,2,UHQVXRCILMWNGQZZJXFX,,,personal_phone_service,customer_service,,104,,,2_1_104,call_purpose,,3696969600,,,cti,,,,1,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698786630,inbound,43,customer_id,,,2,VGYCRPOWVBCTOOSNNIRA,,,personal_phone_service,customer_service,,28,,,2_29_28,call_purpose,,3696969600,,,cti,,,,29,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699155690,inbound,43,customer_id,,,0,QRRVQVPVFBSOSFSISSUH,,,personal_phone_service,customer_service,,193,,,0_2_193,call_purpose,,3696969600,,,cti,,,,2,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699533406,fund,43,customer_id,,2807.89550207,,,,,MMB,digital,TWD,,,,TLCSEVCPUGIQSKLCCIJR,general_purchase,,3696969600,,,mybank,,,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697188845,cash_advance,43,customer_id,,,,,2,B,FPZWUEUCYAFAVBWDXALV,credit_card,,,,07211,XWFGYXFJXEPGJOYZVUGU,merchant_nbr,TWD,3696969600,,,cc_txn,,579.438638868,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697582298,cash_advance,43,customer_id,,,,,4,D,GRJMLTVUHQUKIGCKGJZI,credit_card,,,,0MMB2,KZYGTYDOYDULQTOQTXJG,merchant_nbr,TWD,3696969600,,,cc_txn,,440.561843392,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697116410,purchase_consumption,43,customer_id,,,,,3,C,CBANYBFFYIVRYNDNLSPQ,credit_card,,,,03812,NFRYMQLAIEAAWQSATQYO,merchant_nbr,TWD,3696969600,,,cc_txn,,1796.53279331,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697243303,purchase_consumption,43,customer_id,,,,,5,A,WWWCNKZHJLIMYMTUATUQ,credit_card,,,,0ETC1,RAOUXKMWKKXYXPSKAEBG,merchant_nbr,TWD,3696969600,,,cc_txn,,2129.07663213,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697642850,purchase_consumption,43,customer_id,,,,,6,B,FCYQPVUABEKKNGOLALFV,credit_card,,,,03006,CWRJDWKIUZOEFYFZLEWJ,merchant_nbr,TWD,3696969600,,,cc_txn,,543.171622523,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697799618,purchase_consumption,43,customer_id,,,,,3,E,NXBNJSKKTBYRFMOUZRCS,credit_card,,,,05193,FNSMMPMVTWEDZWZEMCWQ,merchant_nbr,TWD,3696969600,,,cc_txn,,1053.26410019,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699382413,purchase_consumption,43,customer_id,,,,,4,D,QOONMIPTVFKYFKQAFWAF,credit_card,,,,03829,EDXUPLEHTKYEOFVQACMB,merchant_nbr,TWD,3696969600,,,cc_txn,,56.6347280199,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699018899,transfer,43,customer_id,23563.0,,,,,,ILVSKMAAROENRGDAWOJV,ATM,,,Cathay,,SKVFGCFQVQCFEEYEEAQL,saving_acct,,3696969600,NUECDXIRLYTRWTXLUWIY,B_bank,atm,trans_in,265.944125862,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699210209,inbound,43,customer_id,,,0,OEYNRTVYJFXQPGXRNCTG,,,personal_phone_service,customer_service,,215,,,0_20_215,call_purpose,,3696969600,,,cti,,,,20,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698306687,purchase_consumption,43,customer_id,,,,,4,B,IVGQIVAYGBIMQDXQYHKZ,credit_card,,,,0MMM1,WKOFOFJDIMZBVKPLJROB,merchant_nbr,TWD,3696969600,,,cc_txn,,437.006796057,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698446535,purchase_consumption,43,customer_id,,,,,5,C,RCTNLFREUVGEKJBMJEZF,credit_card,,,,0ETC1,UUBYQZTVKECCZAIZWWIM,merchant_nbr,TWD,3696969600,,,cc_txn,,2573.16167943,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698478216,purchase_consumption,43,customer_id,,,,,4,D,CPEDCSHFURZAOYHWLXOJ,credit_card,,,,02791,YMKBBEILKYVTJSUHYRYF,merchant_nbr,TWD,3696969600,,,cc_txn,,1446.69409443,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698497959,cash_advance,43,customer_id,,,,,3,B,RFYDYLWIEDJNVUZQMJMS,credit_card,,,,0RRD1,MMCWWLLGPENMDWQJGRQU,merchant_nbr,TWD,3696969600,,,cc_txn,,894.733880069,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698758929,purchase_consumption,43,customer_id,,,,,5,A,EUVYCWAYULZNXWJADHKC,credit_card,,,,05072,LTMUCMWMSFCNKGBOOOGO,merchant_nbr,TWD,3696969600,,,cc_txn,,24.1595705269,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698842179,purchase_consumption,43,customer_id,,,,,5,D,QVIUHIDHFCSBEUDUOMHF,credit_card,,,,07395,IFVJOTXPOBMGNUVZAJYU,merchant_nbr,TWD,3696969600,,,cc_txn,,2313.22986348,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699052220,purchase_consumption,43,customer_id,,,,,4,C,IWFNZCQDDPNRGARALPVL,credit_card,,,,03641,MLDNTYFREBZDUXKLZQTU,merchant_nbr,TWD,3696969600,,,cc_txn,,1123.47052851,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699243106,purchase_consumption,43,customer_id,,,,,5,B,PUXDUBRIMKGUBDWMCFEX,credit_card,,,,05271,JGJWHOSCGXOUMPMHXKAX,merchant_nbr,TWD,3696969600,,,cc_txn,,307.732173112,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699279663,cash_advance,43,customer_id,,,,,4,E,PQABDRGYEOYQSNCVORMW,credit_card,,,,03596,BEGWIBASCOVNGYEOGZKC,merchant_nbr,TWD,3696969600,,,cc_txn,,445.838755528,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697230869,transfer,43,customer_id,325471.0,,,,,,ZCETTVHQXERHWBDUMQLC,ATM,,,C_bank,,RNMEGWYNMSGWGIQZMLLA,saving_acct,,3696969600,DTVMJVNVRRYKYWCDALYR,B_bank,atm,trans_in,277.613098196,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697283528,inquire,43,customer_id,66307.0,,,,,,HYACYJKQKJRLNCWHRDSH,ATM,,,Cathay,,LGEELDZCAGYWLGVVBXWY,saving_acct,,3696969600,TWXBUSWNLRJVTXMJDFUG,Cathay,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697317563,inquire,43,customer_id,460363.0,,,,,,XISJBQDIBUAAAUGEJDNJ,ATM,,,Cathay,,EYHDIOFQXXILZMMXGOEK,saving_acct,,3696969600,JMICOYFEOFVGOQIUHDYE,C_bank,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697362815,inquire,43,customer_id,704761.0,,,,,,OBSVALJABKTVRRIQTTNV,ATM,,,Cathay,,JUQALDUOMISTIBEKTBGT,saving_acct,,3696969600,XOIHLQQVEMICTWBMIVYQ,Cathay,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697484984,transfer,43,customer_id,57361.0,,,,,,HOLUASRQLGTUHFFKODOP,ATM,,,Cathay,,EXFCDDEYLOVJTNXUTGJN,saving_acct,,3696969600,YSCJHIUWWJSNTEASVRFL,Cathay,atm,trans_in,253.578207054,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697675046,inquire,43,customer_id,124963.0,,,,,,AMTUQYEOSHJXFGKXNXMA,ATM,,,Cathay,,LZIVMUWJPBGZREPEYWOE,saving_acct,,3696969600,BKZYKOYROMNPCKAFFOPA,A_bank,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697691621,transfer,43,customer_id,246513.0,,,,,,WANKAEUOJPNYTQVQFNMM,ATM,,,Cathay,,EYASVUXZKPTBHNRJDMRP,saving_acct,,3696969600,TSSCWZECZIXJUTSPDTKX,Cathay,atm,trans_in,533.061930955,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698888003,transfer,43,customer_id,441561.0,,,,,,GWJIQOKCKCYREHBWYMTQ,ATM,,,Cathay,,YWYHMOIWJNYRPFBYPZYT,saving_acct,,3696969600,PNYHPFZJYJASSIQRECZL,Cathay,atm,trans_in,774.43145085,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698909952,transfer,43,customer_id,103363.0,,,,,,KPUXYWPHSFFXUANHQWAY,ATM,,,Cathay,,WMFGJTGHDOJVWJNEIOSW,saving_acct,,3696969600,HCONTTNZZHGPHHNAYCYR,Cathay,atm,trans_in,406.700417386,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698724943,inbound,43,customer_id,,,0,ICTPORDWMLUCQFDWTRSP,,,personal_phone_service,customer_service,,67,,,0_29_67,call_purpose,,3696969600,,,cti,,,,29,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698451205,transfer,43,customer_id,851007.0,,,,,,HROKLIHCCQEATYAJHQZK,ATM,,,Cathay,,BKIFSIPKUKJBKWOFWKCW,saving_acct,,3696969600,RNNGIJHTHSWTWUAUGKTV,Cathay,atm,trans_in,243.806051777,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698642982,transfer,43,customer_id,39007.0,,,,,,WITOUBXNHDCRTWDBMSPI,ATM,,,Cathay,,QFWXRBSDTVYXJNLCBVGY,saving_acct,,3696969600,BSUDTSGMSSRHZUCWTMXP,Cathay,atm,trans_in,139.427429254,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698714268,withdraw,43,customer_id,151711.0,,,,,,LAVNOVILQYOGXICMEBYD,ATM,,,Cathay,,RNENSONGMHQSLLXDSFSQ,saving_acct,,3696969600,PPXPZMHGAFUBRCCEKXPJ,Cathay,atm,trans_out,1205.69740214,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698852799,inquire,43,customer_id,645613.0,,,,,,BAMORVKHGOGVEUHJWDNK,ATM,,,Cathay,,QSOOUKKJMZDSISLJPHGF,saving_acct,,3696969600,ZLRTKNVJDZBWBGSDDPFV,Cathay,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699189351,transfer,43,customer_id,44311.0,,,,,,TUSCSBOBAWRUOEOWZXMY,ATM,,,Cathay,,PSCJNDIUIJRDIGECFWSE,saving_acct,,3696969600,QKIDHHOBBHJUJNNJPXUB,C_bank,atm,trans_in,2349.71905626,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699296663,withdraw,43,customer_id,20593.0,,,,,,LOKCVZKIPUXGPEKPIREW,ATM,,,Cathay,,ZCRDMIOJCOYRMVPMXFMM,saving_acct,,3696969600,DNPCJSIGTARFCQJYPGTC,B_bank,atm,trans_out,123.723238418,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699414913,inquire,43,customer_id,264711.0,,,,,,IIHHKOTWPGTXBVXCXRVC,ATM,,,Cathay,,ATMCROBQTEQBJHBCNRTU,saving_acct,,3696969600,MGYQQOHYGXJJPKGBIMMT,C_bank,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699534711,inquire,43,customer_id,979111.0,,,,,,NBCNLUUSIJQYUNIRBRPW,ATM,,,Cathay,,IJUNFOWCIUBRXWPQGUAX,saving_acct,,3696969600,PIFCNEPPXDIIAMEZRXSG,Cathay,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697009285,inbound,43,customer_id,,,2,HXGWXMJPJWZOXPEOIFVS,,,personal_phone_service,customer_service,,283,,,2_2_283,call_purpose,,3696969600,,,cti,,,,2,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698200906,cash_advance,43,customer_id,,,,,5,E,UYWSAHZSNTQWUYTWRQBH,credit_card,,,,03516,MMWVMSZGRPWYJLLYIXGS,merchant_nbr,TWD,3696969600,,,cc_txn,,1063.40594702,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698237591,purchase_consumption,43,customer_id,,,,,3,C,FSDMSVZMXTOKUXEDHYXA,credit_card,,,,05231,KTWZWQCSHYLIXFHYGYDF,merchant_nbr,TWD,3696969600,,,cc_txn,,1009.00831574,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699334697,cash_advance,43,customer_id,,,,,1,B,AIEETCUWRHLLSUAUABHN,credit_card,,,,0RRB3,QPLEMIOCPJHHUNKDJHNO,merchant_nbr,TWD,3696969600,,,cc_txn,,347.660814167,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697335070,inbound,43,customer_id,,,2,SLITDFASOAXLZHAFLKDO,,,personal_phone_service,customer_service,,260,,,2_17_260,call_purpose,,3696969600,,,cti,,,,17,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698114026,withdraw,43,customer_id,454951.0,,,,,,MVQKXOZHNRDLAMEPYUEF,ATM,,,Cathay,,ZEUIAQIJOIUTWYFGIEGU,saving_acct,,3696969600,VFTCFRDWOLPOZWLOSNLT,C_bank,atm,trans_out,28.2150607404,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698128850,transfer,43,customer_id,469911.0,,,,,,FCYVBGIXHCGMHJKEFKIY,ATM,,,Cathay,,TMMCMOMEJJRXLMZZUDNU,saving_acct,,3696969600,VFILGFSVSMTKFTPBPCUR,B_bank,atm,trans_in,2968.77107402,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698385429,transfer,43,customer_id,182757.0,,,,,,ARGWQKJYZAEACCMKPKCA,ATM,,,Cathay,,SCSDDWTXTCMZFBBJWUPR,saving_acct,,3696969600,XOEHFAPZBTOXPMROBHET,Cathay,atm,trans_in,1393.34938356,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699204771,inquire,43,customer_id,610743.0,,,,,,KFUCZZOBAMKDTMMHANDC,ATM,,,Cathay,,YDDBXJNOHJXRCCCCDZHD,saving_acct,,3696969600,KUSKDHKKMEHWJAJQPUVJ,C_bank,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697166160,inbound,43,customer_id,,,2,ZJRNUKEOMNDHQHRCUEII,,,personal_phone_service,customer_service,,188,,,2_7_188,call_purpose,,3696969600,,,cti,,,,7,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699009058,inbound,43,customer_id,,,2,XXQQHRQQHIDRVYWMNOIR,,,personal_phone_service,customer_service,,79,,,2_8_79,call_purpose,,3696969600,,,cti,,,,8,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697761130,inbound,43,customer_id,,,0,WFPCXHXCQLSSCHLFIKBC,,,personal_phone_service,customer_service,,100,,,0_20_100,call_purpose,,3696969600,,,cti,,,,20,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697980376,inbound,43,customer_id,,,0,JGSNOHIHGYHNJYWVCKKY,,,personal_phone_service,customer_service,,28,,,0_12_28,call_purpose,,3696969600,,,cti,,,,12,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697685107,purchase_consumption,43,customer_id,,,,,3,D,TLHLVIQCARJRZDFZACEC,credit_card,,,,09405,TXXOLYVLRMDWQHAYUFUC,merchant_nbr,TWD,3696969600,,,cc_txn,,7165.37094391,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697251713,inquire,43,customer_id,639201.0,,,,,,ZDMJYJAIKLYFELCDFLKC,ATM,,,Cathay,,BRTLWOUEFNAHWRECESBC,saving_acct,,3696969600,HWCLGYEWXGTKHUOZPLED,C_bank,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697255466,transfer,43,customer_id,315283.0,,,,,,EZOYAKHLPVLEUDGPQRWR,ATM,,,C_bank,,HSJYCIBLCDKDJCIVWMZK,saving_acct,,3696969600,QFKRSYRBLZOPIWOWXUVJ,Cathay,atm,trans_in,1963.44961432,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698854487,inbound,43,customer_id,,,0,RSLUTVRSMNDELDJPAOJL,,,personal_phone_service,customer_service,,70,,,0_21_70,call_purpose,,3696969600,,,cti,,,,21,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698047888,inquire,43,customer_id,158803.0,,,,,,ETZXCFNYGWQPYPDQRSRW,ATM,,,Cathay,,ODVELQMNGFNSEMEDKAAM,saving_acct,,3696969600,IQULUCBNAGTWEIGOGRNK,Cathay,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697044224,fund,43,customer_id,,2476.6665195,,,,,MMB,digital,TWD,,,,QFNLZXGABIIBBIQSADKD,fixed_quota_purchase,,3696969600,,,mybank,,,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697335759,inbound,43,customer_id,,,0,AVREYITRFUODRDEURFCY,,,personal_phone_service,customer_service,,82,,,0_11_82,call_purpose,,3696969600,,,cti,,,,11,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697856466,inbound,43,customer_id,,,1,QLVYDFDWTURQTHWEKLEX,,,personal_phone_service,customer_service,,227,,,1_22_227,call_purpose,,3696969600,,,cti,,,,22,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697171612,purchase_consumption,43,customer_id,,,,,2,D,LVYSHJRRLOJGELCTLBGC,credit_card,,,,03573,BOKPUVGAIACXFDNVDGFB,merchant_nbr,TWD,3696969600,,,cc_txn,,365.584829769,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697977826,purchase_consumption,43,customer_id,,,,,1,B,CJRFDZVLKDEBAFELVHLP,credit_card,,,,04411,OYSTMQAVNOMFFEVBCFTL,merchant_nbr,TWD,3696969600,,,cc_txn,,2005.66951078,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3698033435,inquire,43,customer_id,540961.0,,,,,,PWPWFGDSRTEWDXJBLZUF,ATM,,,Cathay,,SAOVTCNMDHMAJQKALJVT,saving_acct,,3696969600,NTPIGMPAGNSKSJIXVBRT,Cathay,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699549845,withdraw,43,customer_id,971211.0,,,,,,ASDBOZXTHRWOMJFGXVGC,ATM,,,Cathay,,FWKBWZFHJVLXFCZIFMHQ,saving_acct,,3696969600,PYCSZIBZWOTIHZQRIVJB,A_bank,atm,trans_out,824.944874393,15.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697946311,inbound,43,customer_id,,,0,INCQQVFOHQSREVGJJJVP,,,personal_phone_service,customer_service,,97,,,0_8_97,call_purpose,,3696969600,,,cti,,,,8,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697043618,cash_advance,43,customer_id,,,,,3,A,OJENOHPBCPLBQHYGFHJJ,credit_card,,,,04723,ZGJCLAWYDAISVKQFOHZH,merchant_nbr,TWD,3696969600,,,cc_txn,,342.095072528,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3699461746,cash_advance,43,customer_id,,,,,3,D,RBKAPVVZVTMBUFUXRTAR,credit_card,,,,05561,XCVGBCGWXOWQKCRXNWDI,merchant_nbr,TWD,3696969600,,,cc_txn,,2059.62133586,,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697867083,inquire,43,customer_id,949651.0,,,,,,TZBLJMVVCUNQQQVNBYOR,ATM,,,Cathay,,ELEQQPMMSIPDKWUWCYOZ,saving_acct,,3696969600,XZZCTFYKLHKSOHUMIMAT,C_bank,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
3697874987,inquire,43,customer_id,593671.0,,,,,,CJGSAWZMUPWWPLCQTPFJ,ATM,,,Cathay,,VUIPPJXLGAMZSWLPABFV,saving_acct,,3696969600,LQJYNECMNEZCZGCZYUEI,Cathay,atm,trans_out,0.0,0.0,,43,1902996338,M,B,35911,F,589057,3227212800,830.314088775,150.903529977,Y,N,N,N,3696969600
